"","name","Address","price","lat","lon","distance","type","brand"
"121","Garage","Vorstatt 8, Nebikon",1.93,47.1926389,7.97294665947497,1,"unlead98","Avia"
"122","W","Vorstatt 7, Nebikon",1.93,47.19286235,7.97352385254986,1,"unlead98","Avia"
"123","Tankstelle","Koellikerstr. 30, Safenwil",1.93,47.3212918,7.9915589,1,"unlead98","Avia"
"124","Shop","Zürcherstr. 160/162, St. Gallen",1.93,47.2288286,8.8199801,1,"unlead98","Avia"
"125","Tankstelle","Bruelstr., Magden",1.93,47.532581,7.8068432,1,"unlead98","Avia"
"126","Tankstelle","Port-de-la-Côte 2, Auvernier",1.93,46.9751319,6.8784727,1,"unlead98","Avia"
"127","Shop","Seestr. 73, Richterswil",1.93,47.2140071,8.70039894999999,1,"unlead98","Avia"
"128","Tankstelle","Seestr. 137, Erlenbach",1.93,47.2978882,8.5981395,1,"unlead98","Avia"
"129","Garage","Zürichstr. 39, Merenschwand",1.93,47.261582,8.3873549,1,"unlead98","Avia"
"130","Tankstelle","Haldengasse 37, Zeiningen",1.93,47.5450302,7.8704374,1,"unlead98","Avia"
"131","Tankstelle","Kaltenbacherstr. 4, Stein am Rhein",1.93,47.6556711,8.85756774415109,1,"unlead98","Avia"
"132","Stazione","via Cantonale, Lodrino",1.93,46.2991294,8.9939327,1,"unlead98","Avia"
"133","Garage","Zürichstr. 44, Dübendorf",1.93,47.3966162,8.61160041386274,1,"unlead98","Avia"
"134","Tankstelle","Kelleramtstr. 9, Arni",1.93,47.3172218,8.4167564,1,"unlead98","Avia"
"135","Wyland","Hauptstr. 97, Wilchingen",1.93,47.6717226,8.46429607589384,1,"unlead98","Avia"
"136","G","Luzernerstr. 30, Dietwil",1.93,47.1419568,8.3956544,1,"unlead98","Avia"
"137","Tankstelle","Etzelstr. 41, Einsiedeln",1.93,47.14833455,8.75492396058083,1,"unlead98","Avia"
"138","Frei","Wilerstr. 48, Münchwilen",1.93,47.4738475,9.003399904375,1,"unlead98","Avia"
"139","B","Vierlinden  7, Bözberg",1.93,47.4796833,8.1589102,1,"unlead98","Avia"
"140","Tankstelle","alte Zugerstr. 4, Wädenswil",1.93,47.2341764,8.63586481528546,1,"unlead98","Avia"
"141","Tankstelle","Route Cantonale, Rougemont",1.93,46.4875449,7.2108044,1,"unlead98","Avia"
"142","Schawalder","Thalerstr. 5, Rorschacherberg",1.93,47.47180135,9.50590598182113,1,"unlead98","Avia"
"143","Weber","Hauptstr. 69, Berg",1.93,47.5826067,9.1681555,1,"unlead98","Avia"
"144","Tankstelle","Industriestr. 1, Embrach",1.93,47.5177083,8.5943594,1,"unlead98","Avia"
"145","Tankstelle","Zürichstr. 5, Maur",1.93,47.34010125,8.66839818343962,1,"unlead98","Avia"
"146","Tankstelle","Seestr. 137, Männedorf",1.93,47.2558329,8.68708065890184,1,"unlead98","Avia"
"147","Tankstelle","Grüningerstr. 152, Ottikon",1.93,47.2938921,8.77734845220867,1,"unlead98","Avia"
"148","Tankstelle","Giessereistr. 1, Wetzikon",1.93,47.3251676,8.7859423,1,"unlead98","Avia"
"149","Tankstelle","Hochbergerstr. 50, Basel",1.93,47.5769373,7.597589,1,"unlead98","Avia"
"150","Tankstelle","Kantonsstr. 2, Bubendorf",1.93,47.458835,7.7422203,1,"unlead98","Avia"
"152","Shop","Kantonsstr., Grächen",1.93,46.1986204,7.8357845,1,"unlead98","Avia"
"153","Tankstelle","Kantonsstr. 10, Freienbach",1.93,47.2055978,8.7453409,1,"unlead98","Avia"
"154","Tankstelle","Kantonsstrasse  115, Freienbach",1.93,47.20443295,8.76096582433357,1,"unlead98","Avia"
"156","Dorfgarage","Arneggerstr. 25, Waldkirch",1.93,47.4664623,9.28155864535207,1,"unlead98","Avia"
"157","Garage","Dorf 11, Niederhelfenschwil",1.93,47.47433335,9.1863576105873,1,"unlead98","Avia"
"158","Tankstelle","Seestr. 163, Herrliberg",1.93,47.2869199,8.6072414,1,"unlead98","Avia"
"159","See","Hafen, Arbon",1.93,47.5135207,9.43872728087635,1,"unlead98","Avia"
"160","Tankstelle","Route Suisse 4, Founex",1.93,46.3316579,6.2020303,1,"unlead98","Avia"
"161","Hochwald","Hauptstr. 21, Hochwald",1.93,47.45782455,7.64069375941757,1,"unlead98","Avia"
"162","Frick","Alte Landstr. 70, Oberrieden",1.93,47.2715435,8.58060766674252,1,"unlead98","Avia"
"163","Tankstelle","Burgstr. 15, St. Gallen",1.93,47.49074845,9.43356544442567,1,"unlead98","Avia"
"164","Kreuzberg","Farnen, Sax",1.93,47.2208864,9.4516249,1,"unlead98","Avia"
"165","Tankstelle","Zürichstrasse 40, Adliswil",1.93,47.3159746,8.53040444142857,1,"unlead98","Avia"
"166","Garage","Romanshornerstr. 58, Kreuzlingen",1.93,47.6406172,9.1921065,1,"unlead98","Avia"
"167","Tankstelle","Zürcherstr. 1, Niederglatt",1.93,47.52827495,8.46745178592362,1,"unlead98","Avia"
"168","Tankstelle","Walderstr. 45, Rüti",1.93,47.26043685,8.86160837683707,1,"unlead98","Avia"
"169","Boots","Seestr. 824, Meilen",1.93,47.2684657,8.638676,1,"unlead98","Avia"
"170","Tankstelle","Dorfstr. 489, Gontenschwil",1.93,47.2676699,8.1473245,1,"unlead98","Avia"
"171","Liestal","Rheinstr. 107, Liestal",1.93,47.4880693,7.7290253,1,"unlead98","Avia"
"173","Tankstelle","Gasstr. 11, Liestal",1.93,47.4865075,7.7333014,1,"unlead98","Avia"
"174","Autogrill","A1 St. Gallen - St. Margrethen, St. Margrethen",1.93,47.4530541,9.6513664,1,"unlead98","Avia"
"175","Shop","Seestr. 109, Stäfa",1.93,47.2375916,8.7277241,1,"unlead98","Avia"
"176","Zangger","Stettemerstr. 7, Lohn",1.93,47.7539197,8.66855146208445,1,"unlead98","Avia"
"177","Rieser","Zollstrasse 14, Trasadingen",1.93,47.66409265,8.43380435,1,"unlead98","Avia"
"178","Tankstelle","Lerzenstr. 7, Dietikon",1.93,47.415731,8.3991595,1,"unlead98","Avia"
"179","Shop","Diepoldsauerstr. 60, Widnau",1.93,47.3953437,9.6422287,1,"unlead98","Avia"
"181","Auto","Uznacherstr. 21, Kaltbrunn",1.93,47.21481065,9.02139975,1,"unlead98","Avia"
"182","Shop","Harbernstr. 1, Otelfingen",1.93,47.4585509,8.4068901,1,"unlead98","Avia"
"183","Tankstelle","Badenerstr. 35, Schlieren",1.93,47.39671675,8.44153066545805,1,"unlead98","Avia"
"184","Tankstelle","Route de l Etraz, Vich",1.93,46.4258449,6.2550233,1,"unlead98","Avia"
"185","Tankstelle","Rue de Livron 11, Meyrin",1.93,46.229394,6.08221109148936,1,"unlead98","Avia"
"186","Tankstelle","Frauenfelderstr. 39, Schlatt",1.93,47.6652207,8.7007766,1,"unlead98","Avia"
"187","Binder","Zürichstr. 30, Neftenbach",1.93,47.52431825,8.65811603476206,1,"unlead98","Avia"
"188","Basel","St. Alban-Anlage 72, Basel",1.93,47.5522697,7.6041204,1,"unlead98","Avia"
"189","Tankstelle","Route de Verbois 59, Russin",1.93,46.1927389,6.01716816943042,1,"unlead98","Avia"
"190","Garage","Fellenbergstr. 289a, Zürich-Albisrieden",1.93,47.3751932,8.4902165,1,"unlead98","Avia"
"191","Zunzgen","Hauptstr. 3, Zunzgen",1.93,47.4570429,7.8072611,1,"unlead98","Avia"
"192","Tankstelle","Etzelstr. 21, Hombrechtikon",1.93,47.25009525,8.7800073629389,1,"unlead98","Avia"
"194","Spar","St. Gallerstr. 106, Winterthur",1.93,47.4980225,8.746511,1,"unlead98","Avia"
"195","Tankstelle","Landstr. 8, Otelfingen",1.93,47.45906985,8.38555235183626,1,"unlead98","Avia"
"196","Shop","Zugerstr. 41, Wädenswil",1.93,47.2299301,8.6671966,1,"unlead98","Avia"
"198","Andreas","Staatsstr. 83, Grabs",1.93,47.1953045,9.4440443,1,"unlead98","Avia"
"199","Tankstelle","Route de Lausanne 1, Yverdon-Les-Bains",1.93,46.7690842,6.65259515732621,1,"unlead98","Avia"
"200","Service","St. Gallerstr. 64, Arbon",1.93,47.51011815,9.42378827316984,1,"unlead98","Avia"
"201","Tankstelle","Tramstr. 52, Uetikon am See",1.93,47.26470355,8.68037306806347,1,"unlead98","Avia"
"202","Tankstelle","Schwarzwaldstr. 70, Schleitheim",1.93,47.74767875,8.45910264690729,1,"unlead98","Avia"
"203","Avia","Route de Montheron 2, Cugy",1.93,46.5900401,6.64383229375865,1,"unlead98","Avia"
"204","Tankstelle","Industriestr. 2, Effretikon",1.93,47.4186697,8.6844858,1,"unlead98","Avia"
"205","Auto","Moosstr. 9, Rüschlikon",1.93,47.3026796,8.54642871113485,1,"unlead98","Avia"
"206","Carrozzeria","via Campagna Adorna 13, Mendrisio",1.93,45.8603877,8.9711614,1,"unlead98","Avia"
"208","Tankstelle","Badstr. 45, Niederurnen",1.93,47.12951845,9.05094093534314,1,"unlead98","Avia"
"209","PP","Arbonerstr. 19, Wittenbach",1.93,47.4624186,9.3941707,1,"unlead98","Avia"
"210","Tankstelle","Industriestrasse, Schlieren",1.93,47.401939,8.4539911,1,"unlead98","Avia"
"211","Tankstelle","Riedgrabenstr. 26, Rümlang",1.93,47.4611054,8.5201283,1,"unlead98","Avia"
"212","Shop","Bülacherstr. 8, Hochfelden",1.93,47.5224195,8.5227428,1,"unlead98","Avia"
"213","Binningen","Oberwilerstr.  29-31, Binningen",1.93,47.5307891,7.569141,1,"unlead98","Avia"
"214","Avia","Route du Lac, Vallamand",1.93,46.934847,7.0506991,1,"unlead98","Avia"
"215","Shop","Route de Morrens  2, Cugy",1.93,46.5879763,6.6414162,1,"unlead98","Avia"
"216","Tankstelle","Emil Frey-Str. 35, Münchenstein",1.93,47.5318693,7.6117466,1,"unlead98","Avia"
"217","Tankstelle","Binningerstr.  54/56, Oberwil",1.93,47.5165441,7.5584748,1,"unlead98","Avia"
"218","Tankstelle","Klotenerstr. 72, Bassersdorf",1.93,47.4449845,8.623416,1,"unlead98","Avia"
"219","Shop","Regensbergstr. 309, Zürich",1.93,47.4114322,8.5264773,1,"unlead98","Avia"
"220","Shop","Neunbrunnenstr. 40, Zürich",1.93,47.4172427,8.5405053,1,"unlead98","Avia"
"221","Tankstelle","Dorfstr. 16, Niederhasli",1.93,47.4802114,8.4847451,1,"unlead98","Avia"
"223","Tankstelle","Hauptstr. 48, Flaach",1.93,47.5739397,8.59916765,1,"unlead98","Avia"
"224","Enge","Schaffhauserstr. 249, Beringen",1.93,47.6937572,8.6062329,1,"unlead98","Avia"
"225","Spitzmeilen","Alte Landstr., Flums",1.93,47.0961963,9.3537936,1,"unlead98","Avia"
"226","Meier","Sennegasse 10, Unterstammheim",1.93,47.63823485,8.7903081447466,1,"unlead98","Avia"
"228","Tankstelle","Pumpwerkstr. 25, Regensdorf",1.93,47.4454236,8.4613803,1,"unlead98","Avia"
"229","Garage","Dorfstr. 58, Weisslingen",1.93,47.4346803,8.7637884,1,"unlead98","Avia"
"230","Station","Via San Gottardo 6, Balerna",1.889,45.8397053,9.0196885,1,"unlead95","BP"
"231","Station","Via San Gottardo 6, Balerna",2.14,45.8397053,9.0196885,1,"diesel","BP"
"234","Balerna","Centro Breggia, Balerna",1.889,45.84665425,9.01206164211851,1,"unlead95","BP"
"235","Balerna","Centro Breggia, Balerna",2.14,45.84665425,9.01206164211851,1,"diesel","BP"
"238","Station","Le Creux, Vallorbe",1.889,46.7301753,6.3885955,1,"unlead95","BP"
"239","Station","Le Creux, Vallorbe",2.14,46.7301753,6.3885955,1,"diesel","BP"
"240","Frenkendorf","Rheinstrasse 119, Frenkendorf",1.889,47.5124238,7.7193981,1,"unlead95","BP"
"241","Frenkendorf","Rheinstrasse 119, Frenkendorf",2.14,47.5124238,7.7193981,1,"diesel","BP"
"242","Station","N 1, Kappel",1.889,51.1609142,10.5880854,1,"unlead95","BP"
"243","Station","N 1, Kappel",2.14,51.1609142,10.5880854,1,"diesel","BP"
"244","Z","Soodstr. 42, Zürich",1.889,47.328706,8.51752590019361,1,"unlead95","BP"
"245","Z","Soodstr. 42, Zürich",2.14,47.328706,8.51752590019361,1,"diesel","BP"
"246","Jona","St. Dionys 9, Jona",1.889,47.2273654,8.8612531,1,"unlead95","BP"
"247","Jona","St. Dionys 9, Jona",2.14,47.2273654,8.8612531,1,"diesel","BP"
"248","B","Zuerichstr. 46, Bülach",1.889,47.5127502,8.5431018,1,"unlead95","BP"
"249","B","Zuerichstr. 46, Bülach",2.14,47.5127502,8.5431018,1,"diesel","BP"
"250","Pully","Avenue du Lavaux 38, Pully",1.889,46.5115133,6.6584464,1,"unlead95","BP"
"251","Pully","Avenue du Lavaux 38, Pully",2.14,46.5115133,6.6584464,1,"diesel","BP"
"252","Aarau","Neumattstr. 9, Aarau",1.889,47.39938035,8.06564078791733,1,"unlead95","BP"
"253","Aarau","Neumattstr. 9, Aarau",2.14,47.39938035,8.06564078791733,1,"diesel","BP"
"254","Station","Route Cantonale, Ollon",1.889,46.2850994,7.4681294,1,"unlead95","BP"
"255","Station","Route Cantonale, Ollon",2.14,46.2850994,7.4681294,1,"diesel","BP"
"256","Bussigny","Route de Crissier 6, Bussigny",1.889,46.5496606,6.56446082992553,1,"unlead95","BP"
"257","Bussigny","Route de Crissier 6, Bussigny",2.14,46.5496606,6.56446082992553,1,"diesel","BP"
"258","Novazzano","Via Casate 12, Novazzano",1.889,45.8428615,8.9742455,1,"unlead95","BP"
"259","Novazzano","Via Casate 12, Novazzano",2.14,45.8428615,8.9742455,1,"diesel","BP"
"260","Station","N 3, Niederurnen",1.889,47.1256182,9.0535784,1,"unlead95","BP"
"261","Station","N 3, Niederurnen",2.14,47.1256182,9.0535784,1,"diesel","BP"
"262","Bussigny","Route de Renens 6, Bussigny",1.889,46.5485614,6.5628044,1,"unlead95","BP"
"263","Bussigny","Route de Renens 6, Bussigny",2.14,46.5485614,6.5628044,1,"diesel","BP"
"264","Regensdorf","Roosstr., Regensdorf",1.889,47.4318163,8.4708787,1,"unlead95","BP"
"265","Regensdorf","Roosstr., Regensdorf",2.14,47.4318163,8.4708787,1,"diesel","BP"
"266","Wohlen","Zentralstr. 54, Wohlen",1.889,47.3506384,8.2723513,1,"unlead95","BP"
"267","Wohlen","Zentralstr. 54, Wohlen",2.14,47.3506384,8.2723513,1,"diesel","BP"
"268","Yverdon","Rue des Champs-Lovats 1, Yverdon-les-Bains",1.889,46.7659487,6.650494,1,"unlead95","BP"
"269","Yverdon","Rue des Champs-Lovats 1, Yverdon-les-Bains",2.14,46.7659487,6.650494,1,"diesel","BP"
"270","Ch","Route de Vernier 137, Vernier",1.889,46.2131401,6.10313985122834,1,"unlead95","BP"
"271","Ch","Route de Vernier 137, Vernier",2.14,46.2131401,6.10313985122834,1,"diesel","BP"
"272","Corsier","Route de Chatel St. Denis 18, Corseaux",1.889,46.4710904,6.8404792,1,"unlead95","BP"
"273","Corsier","Route de Chatel St. Denis 18, Corseaux",2.14,46.4710904,6.8404792,1,"diesel","BP"
"274","Le","Route de Ferney 187, Le Grand-Saconnex",1.889,46.2359646,6.12355200843838,1,"unlead95","BP"
"275","Le","Route de Ferney 187, Le Grand-Saconnex",2.14,46.2359646,6.12355200843838,1,"diesel","BP"
"276","T",", Täsch",1.889,46.0676751,7.7770173,1,"unlead95","BP"
"277","T",", Täsch",2.14,46.0676751,7.7770173,1,"diesel","BP"
"278","Ch","Route de Jussy 4, Chene-Bourg",1.889,46.195354,6.19976048389434,1,"unlead95","BP"
"279","Ch","Route de Jussy 4, Chene-Bourg",2.14,46.195354,6.19976048389434,1,"diesel","BP"
"280","Melide","Via Cantonale 15, Melide",1.889,45.9544054,8.9497167,1,"unlead95","BP"
"281","Melide","Via Cantonale 15, Melide",2.14,45.9544054,8.9497167,1,"diesel","BP"
"282","Arbon","Landquartstr. 91, Arbon",1.889,47.5026948,9.4257621,1,"unlead95","BP"
"283","Arbon","Landquartstr. 91, Arbon",2.14,47.5026948,9.4257621,1,"diesel","BP"
"286","Th","Rte Blanche 9, Thonex",1.889,46.1896141,6.19785440913372,1,"unlead95","BP"
"287","Th","Rte Blanche 9, Thonex",2.14,46.1896141,6.19785440913372,1,"diesel","BP"
"288","Z","Seebahnstr. 110, Zurich",1.889,47.3729981,8.5209343,1,"unlead95","BP"
"289","Z","Seebahnstr. 110, Zurich",2.14,47.3729981,8.5209343,1,"diesel","BP"
"290","Unterterzen","A 3, Unterterzen",1.889,47.1139539,9.2522904,1,"unlead95","BP"
"291","Unterterzen","A 3, Unterterzen",2.14,47.1139539,9.2522904,1,"diesel","BP"
"292","St","Zürcherstr. 475, St. Gallen",1.889,47.2288286,8.8199801,1,"unlead95","BP"
"293","St","Zürcherstr. 475, St. Gallen",2.14,47.2288286,8.8199801,1,"diesel","BP"
"294","Feuerthalen","Diessenhofer Str. 28, Feuerthalen",1.889,47.6912548,8.6471433,1,"unlead95","BP"
"295","Feuerthalen","Diessenhofer Str. 28, Feuerthalen",2.14,47.6912548,8.6471433,1,"diesel","BP"
"296","St","Rorschacher Str. 271, St. Gallen",1.889,47.4402498,9.4100225,1,"unlead95","BP"
"297","St","Rorschacher Str. 271, St. Gallen",2.14,47.4402498,9.4100225,1,"diesel","BP"
"298","Basel","Leimgrubenweg 25, Basel",1.889,47.536654,7.6066804,1,"unlead95","BP"
"299","Basel","Leimgrubenweg 25, Basel",2.14,47.536654,7.6066804,1,"diesel","BP"
"300","Wettingen","Landstr. 148 - 152, Wettingen",1.889,47.4636272,8.3310075,1,"unlead95","BP"
"301","Wettingen","Landstr. 148 - 152, Wettingen",2.14,47.4636272,8.3310075,1,"diesel","BP"
"302","Station","Route de Cossonay, Crissier",1.889,46.5564579,6.5724796,1,"unlead95","BP"
"303","Station","Route de Cossonay, Crissier",2.14,46.5564579,6.5724796,1,"diesel","BP"
"304","Station","N 1, Kemptthal",1.889,47.4493084,8.7011964,1,"unlead95","BP"
"305","Station","N 1, Kemptthal",2.14,47.4493084,8.7011964,1,"diesel","BP"
"310","Z","Mythenquai 320, Zurich",1.889,47.3483916,8.5341088,1,"unlead95","BP"
"311","Z","Mythenquai 320, Zurich",2.14,47.3483916,8.5341088,1,"diesel","BP"
"312","Station","Goetzisbodenweg 22, Pratteln",1.889,47.5272607,7.7006317,1,"unlead95","BP"
"313","Station","Goetzisbodenweg 22, Pratteln",2.14,47.5272607,7.7006317,1,"diesel","BP"
"314","Station","Goetzisbodenweg 22, Pratteln",1.889,47.5272607,7.7006317,1,"unlead95","BP"
"315","Station","Goetzisbodenweg 22, Pratteln",2.14,47.5272607,7.7006317,1,"diesel","BP"
"316","Station","N 1, Wil",1.889,46.9765116,8.7621344,1,"unlead95","BP"
"317","Station","N 1, Wil",2.14,46.9765116,8.7621344,1,"diesel","BP"
"318","Petit","Route de Chancy 17, Petit-Lancy",1.889,46.1900443,6.1206319,1,"unlead95","BP"
"319","Petit","Route de Chancy 17, Petit-Lancy",2.14,46.1900443,6.1206319,1,"diesel","BP"
"320","Station","N 1, Wil",1.889,46.9765116,8.7621344,1,"unlead95","BP"
"321","Station","N 1, Wil",2.14,46.9765116,8.7621344,1,"diesel","BP"
"322","Station","Route de Chancy 102, Onex",1.889,46.18502915,6.10269609746031,1,"unlead95","BP"
"323","Station","Route de Chancy 102, Onex",2.14,46.18502915,6.10269609746031,1,"diesel","BP"
"324","Cadenazzo","Via Cantonale, Cadenazzo",1.889,46.152223,8.9391782,1,"unlead95","BP"
"325","Cadenazzo","Via Cantonale, Cadenazzo",2.14,46.152223,8.9391782,1,"diesel","BP"
"326","Station","N 1, Kemptthal",1.889,47.4493084,8.7011964,1,"unlead95","BP"
"327","Station","N 1, Kemptthal",2.14,47.4493084,8.7011964,1,"diesel","BP"
"328","Lausanne","Avenue du Grey, Lausanne",1.889,46.5366466,6.6188912,1,"unlead95","BP"
"329","Lausanne","Avenue du Grey, Lausanne",2.14,46.5366466,6.6188912,1,"diesel","BP"
"330","Genestrerio","Via Adorna, Genestrerio",1.889,45.8575428,8.9684391,1,"unlead95","BP"
"331","Genestrerio","Via Adorna, Genestrerio",2.14,45.8575428,8.9684391,1,"diesel","BP"
"332","Station","Dufourstr. 17, Weinfelden",1.823,47.5657811,9.0965337,1,"unlead95","Eni"
"333","Station","Dufourstr. 17, Weinfelden",1.487,47.5657811,9.0965337,1,"cng","Eni"
"334","Verbier","Route de Verbier station 33, Verbier",1.823,46.0969893,7.2237625,1,"unlead95","Eni"
"335","Verbier","Route de Verbier station 33, Verbier",1.487,46.0969893,7.2237625,1,"cng","Eni"
"336","Station","Route de Lausanne 3, Penthalaz",1.823,46.6039733,6.5295915,1,"unlead95","Eni"
"337","Station","Route de Lausanne 3, Penthalaz",1.487,46.6039733,6.5295915,1,"cng","Eni"
"338","Station","Via Corogna, Arbedo-Castione",1.823,46.2245175,9.043219,1,"unlead95","Eni"
"339","Station","Via Corogna, Arbedo-Castione",1.487,46.2245175,9.043219,1,"cng","Eni"
"340","Station","Avenue de Rhodanie 68, Lausanne",1.823,46.5072826,6.6256816,1,"unlead95","Eni"
"341","Station","Avenue de Rhodanie 68, Lausanne",1.487,46.5072826,6.6256816,1,"cng","Eni"
"342","La","Le Reymond 15, La Chaux-de-Fonds",1.823,47.0844949,6.8426901,1,"unlead95","Eni"
"343","La","Le Reymond 15, La Chaux-de-Fonds",1.487,47.0844949,6.8426901,1,"cng","Eni"
"344","Station","Route du Grand-Saint-Bernard 5, Sembrancher",1.823,46.0791812,7.1518057,1,"unlead95","Eni"
"345","Station","Route du Grand-Saint-Bernard 5, Sembrancher",1.487,46.0791812,7.1518057,1,"cng","Eni"
"346","Duggingen","Liebmattstr. 2, Duggingen",1.823,47.4559946,7.6037836,1,"unlead95","Eni"
"347","Duggingen","Liebmattstr. 2, Duggingen",1.487,47.4559946,7.6037836,1,"cng","Eni"
"348","Stabio","Via Gaggiolo 35, Stabio",1.823,45.841677,8.915371,1,"unlead95","Eni"
"349","Stabio","Via Gaggiolo 35, Stabio",1.487,45.841677,8.915371,1,"cng","Eni"
"350","Saint","Route du Simplon 39, Saint-Maurice",1.823,46.2097721,7.006481,1,"unlead95","Eni"
"351","Saint","Route du Simplon 39, Saint-Maurice",1.487,46.2097721,7.006481,1,"cng","Eni"
"352","Station","A 2, Coldrerio",1.823,45.8538378,8.9871005,1,"unlead95","Eni"
"353","Station","A 2, Coldrerio",1.487,45.8538378,8.9871005,1,"cng","Eni"
"354","Bussigny","Route de Renens 12, Bussigny",1.823,46.5485614,6.5628044,1,"unlead95","Eni"
"355","Bussigny","Route de Renens 12, Bussigny",1.487,46.5485614,6.5628044,1,"cng","Eni"
"356","Cadenazzo","Via Monte Ceneri 1, Cadenazzo",1.823,46.1518067,8.94716487427622,1,"unlead95","Eni"
"357","Cadenazzo","Via Monte Ceneri 1, Cadenazzo",1.487,46.1518067,8.94716487427622,1,"cng","Eni"
"358","Yverdon","Avenue des Bains 26, Yverdon-les-Bains",1.823,46.7708567,6.6504951097493,1,"unlead95","Eni"
"359","Yverdon","Avenue des Bains 26, Yverdon-les-Bains",1.487,46.7708567,6.6504951097493,1,"cng","Eni"
"360","Station","Route des Plaines-du-Loup 48, Lausanne",1.823,46.5398041,6.62140103495882,1,"unlead95","Eni"
"361","Station","Route des Plaines-du-Loup 48, Lausanne",1.487,46.5398041,6.62140103495882,1,"cng","Eni"
"362","Station","Soodstr. 91, Adliswil",1.823,47.3238111,8.5188323,1,"unlead95","Eni"
"363","Station","Soodstr. 91, Adliswil",1.487,47.3238111,8.5188323,1,"cng","Eni"
"364","Noville","Route d'Evian 43, Noville",1.823,46.38761045,6.920418228996,1,"unlead95","Eni"
"365","Noville","Route d'Evian 43, Noville",1.487,46.38761045,6.920418228996,1,"cng","Eni"
"366","Station","Route de Berne 301, Lausanne",1.823,46.5417126,6.6579563,1,"unlead95","Eni"
"367","Station","Route de Berne 301, Lausanne",1.487,46.5417126,6.6579563,1,"cng","Eni"
"368","Z","Dörflistr. 90, Zürich",1.823,47.4072519,8.5507004,1,"unlead95","Eni"
"369","Z","Dörflistr. 90, Zürich",1.487,47.4072519,8.5507004,1,"cng","Eni"
"370","Station","N 1, St. Margrethen",1.823,46.8472372,9.5288876,1,"unlead95","Eni"
"371","Station","N 1, St. Margrethen",1.487,46.8472372,9.5288876,1,"cng","Eni"
"372","Diepoldsau","Tramstr., Diepoldsau",1.823,47.3905712,9.6458838,1,"unlead95","Eni"
"373","Diepoldsau","Tramstr., Diepoldsau",1.487,47.3905712,9.6458838,1,"cng","Eni"
"376","Niedernzwil","Bahnhofstr. 170 - 175, Niederuzwil",1.823,47.445457,9.1425928,1,"unlead95","Eni"
"377","Niedernzwil","Bahnhofstr. 170 - 175, Niederuzwil",1.487,47.445457,9.1425928,1,"cng","Eni"
"378","Corseaux","Route de Lavaux 8, Vevey",1.823,46.4677119,6.8349635,1,"unlead95","Eni"
"379","Corseaux","Route de Lavaux 8, Vevey",1.487,46.4677119,6.8349635,1,"cng","Eni"
"380","Schindellegi","Einsiedlerstr. 12, Schindellegi",1.823,47.17071475,8.7141848417467,1,"unlead95","Eni"
"381","Schindellegi","Einsiedlerstr. 12, Schindellegi",1.487,47.17071475,8.7141848417467,1,"cng","Eni"
"382","La","Rue des Cretets 92, La Chaux-de-Fonds",1.823,47.09385465,6.82120341399199,1,"unlead95","Eni"
"383","La","Rue des Cretets 92, La Chaux-de-Fonds",1.487,47.09385465,6.82120341399199,1,"cng","Eni"
"384","Wetzikon","Zuercher Str. 22, Wetzikon",1.823,47.3220055,8.7887217,1,"unlead95","Eni"
"385","Wetzikon","Zuercher Str. 22, Wetzikon",1.487,47.3220055,8.7887217,1,"cng","Eni"
"386","Collina","Via S.Abbondio 44, Gentilino",1.79,45.9909324,8.9318827,1,"unlead95","Righetti"
"387","Collina","Via S.Abbondio 44, Gentilino",1.89,45.9909324,8.9318827,1,"unlead98","Righetti"
"388","Collina","Via S.Abbondio 44, Gentilino",2,45.9909324,8.9318827,1,"diesel","Righetti"
"389","Sede","Via San Mamete 86, Mezzovico",1.79,46.0918994,8.9213319,1,"unlead95","Righetti"
"390","Sede","Via San Mamete 86, Mezzovico",1.89,46.0918994,8.9213319,1,"unlead98","Righetti"
"391","Sede","Via San Mamete 86, Mezzovico",2,46.0918994,8.9213319,1,"diesel","Righetti"
"392","Station","Industriestraße 1, Birmensdorf",1.439,47.36540965,8.42971090396334,1,"unlead95","Shell"
"393","Station","Industriestraße 1, Birmensdorf",1.559,47.36540965,8.42971090396334,1,"diesel","Shell"
"394","Station","Industriestraße 1, Birmensdorf",1.55,47.36540965,8.42971090396334,1,"cng","Shell"
"395","Station","Flughafenstrasse 100, Basel",1.439,47.5714407,7.5690583,1,"unlead95","Shell"
"396","Station","Flughafenstrasse 100, Basel",1.559,47.5714407,7.5690583,1,"diesel","Shell"
"397","Station","Flughafenstrasse 100, Basel",1.55,47.5714407,7.5690583,1,"cng","Shell"
"398","Station","A 3, Niederurnen",1.439,47.1256182,9.0535784,1,"unlead95","Shell"
"399","Station","A 3, Niederurnen",1.559,47.1256182,9.0535784,1,"diesel","Shell"
"400","Station","A 3, Niederurnen",1.55,47.1256182,9.0535784,1,"cng","Shell"
"401","Station","Rte de Chancy 142, Onex",1.439,46.18242635,6.09762783834506,1,"unlead95","Shell"
"402","Station","Rte de Chancy 142, Onex",1.559,46.18242635,6.09762783834506,1,"diesel","Shell"
"403","Station","Rte de Chancy 142, Onex",1.55,46.18242635,6.09762783834506,1,"cng","Shell"
"404","Station","Rte de Divonne, Chavannes-de-Bogis",1.439,46.3400727,6.1641359,1,"unlead95","Shell"
"405","Station","Rte de Divonne, Chavannes-de-Bogis",1.559,46.3400727,6.1641359,1,"diesel","Shell"
